% 1. Title: Iris Plants Database
% 
% 2. Sources:
%      (a) Creator: Elisa Venditti
%      (b) Donor: Elisa Venditti
%      (c) Date: May, 2022
% 
@RELATION buggy

@ATTRIBUTE size  NUMERIC
@ATTRIBUTE locTouched   NUMERIC
@ATTRIBUTE revisionNumber  NUMERIC
@ATTRIBUTE authorNumber   NUMERIC
@ATTRIBUTE locAdded   NUMERIC
@ATTRIBUTE maxLocAdded   NUMERIC
@ATTRIBUTE avgLocAdded   NUMERIC
@ATTRIBUTE chgSetSize   NUMERIC
@ATTRIBUTE maxChgSetSize   NUMERIC
@ATTRIBUTE avgChgSetSize   NUMERIC
@ATTRIBUTE class        {Yes, No}
@DATA
258.0,6450.0,25.0,0.0,6450.0,258.0,258.0,33200.0,1328.0,1328.0,No
101.0,2525.0,25.0,0.0,2525.0,101.0,101.0,33200.0,1328.0,1328.0,No
178.0,4450.0,25.0,0.0,4450.0,178.0,178.0,33200.0,1328.0,1328.0,No
32.0,800.0,25.0,0.0,800.0,32.0,32.0,33200.0,1328.0,1328.0,No
28.0,700.0,25.0,0.0,700.0,28.0,28.0,33200.0,1328.0,1328.0,No
45.0,1125.0,25.0,0.0,1125.0,45.0,45.0,33200.0,1328.0,1328.0,No
33.0,875.0,50.0,0.0,850.0,33.0,17.0,350.0,12.0,7.0,No
75.0,2225.0,75.0,0.0,2050.0,75.0,27.0,33500.0,1328.0,446.0,No
251.0,8275.0,75.0,0.0,7775.0,211.0,103.0,36150.0,1328.0,482.0,No
87.0,2175.0,25.0,0.0,2175.0,87.0,87.0,33200.0,1328.0,1328.0,No
82.0,2050.0,25.0,0.0,2050.0,82.0,82.0,33200.0,1328.0,1328.0,No
45.0,1125.0,25.0,0.0,1125.0,45.0,45.0,33200.0,1328.0,1328.0,No
143.0,3575.0,25.0,0.0,3575.0,143.0,143.0,33200.0,1328.0,1328.0,No
98.0,2450.0,25.0,0.0,2450.0,98.0,98.0,33200.0,1328.0,1328.0,No
46.0,1150.0,25.0,0.0,1150.0,46.0,46.0,33200.0,1328.0,1328.0,No
32.0,800.0,25.0,0.0,800.0,32.0,32.0,33200.0,1328.0,1328.0,No
102.0,2550.0,25.0,0.0,2550.0,102.0,102.0,33200.0,1328.0,1328.0,No
112.0,2800.0,25.0,0.0,2800.0,112.0,112.0,33200.0,1328.0,1328.0,No
85.0,2125.0,25.0,0.0,2125.0,85.0,85.0,33200.0,1328.0,1328.0,No
57.0,1425.0,25.0,0.0,1425.0,57.0,57.0,33200.0,1328.0,1328.0,No
210.0,5250.0,25.0,0.0,5250.0,210.0,210.0,33200.0,1328.0,1328.0,No
41.0,1025.0,25.0,0.0,1025.0,41.0,41.0,33200.0,1328.0,1328.0,No
34.0,850.0,25.0,0.0,850.0,34.0,34.0,33200.0,1328.0,1328.0,No
32.0,1200.0,75.0,0.0,1050.0,28.0,14.0,36300.0,1328.0,484.0,No
140.0,3500.0,25.0,0.0,3500.0,140.0,140.0,33200.0,1328.0,1328.0,No
85.0,2125.0,25.0,0.0,2125.0,85.0,85.0,33200.0,1328.0,1328.0,No
49.0,1225.0,25.0,0.0,1225.0,49.0,49.0,33200.0,1328.0,1328.0,No
111.0,2775.0,25.0,0.0,2775.0,111.0,111.0,33200.0,1328.0,1328.0,No
46.0,1150.0,25.0,0.0,1150.0,46.0,46.0,33200.0,1328.0,1328.0,No
91.0,2275.0,25.0,0.0,2275.0,91.0,91.0,33200.0,1328.0,1328.0,No
151.0,3775.0,25.0,0.0,3775.0,151.0,151.0,33200.0,1328.0,1328.0,No
73.0,1825.0,25.0,0.0,1825.0,73.0,73.0,33200.0,1328.0,1328.0,No
44.0,1100.0,25.0,0.0,1100.0,44.0,44.0,33200.0,1328.0,1328.0,No
47.0,1175.0,25.0,0.0,1175.0,47.0,47.0,33200.0,1328.0,1328.0,No
66.0,1650.0,25.0,0.0,1650.0,66.0,66.0,33200.0,1328.0,1328.0,No
105.0,2625.0,25.0,0.0,2625.0,105.0,105.0,33200.0,1328.0,1328.0,No
153.0,3825.0,25.0,0.0,3825.0,153.0,153.0,33200.0,1328.0,1328.0,No
49.0,1225.0,25.0,0.0,1225.0,49.0,49.0,33200.0,1328.0,1328.0,No
53.0,1325.0,25.0,0.0,1325.0,53.0,53.0,33200.0,1328.0,1328.0,No
98.0,2450.0,25.0,0.0,2450.0,98.0,98.0,33200.0,1328.0,1328.0,No
125.0,3125.0,25.0,0.0,3125.0,125.0,125.0,33200.0,1328.0,1328.0,No
40.0,1000.0,25.0,0.0,1000.0,40.0,40.0,33200.0,1328.0,1328.0,No
169.0,4225.0,50.0,0.0,4225.0,141.0,84.0,33475.0,1328.0,669.0,No
235.0,5875.0,25.0,0.0,5875.0,235.0,235.0,33200.0,1328.0,1328.0,No
177.0,4425.0,25.0,0.0,4425.0,177.0,177.0,33200.0,1328.0,1328.0,No
74.0,1850.0,25.0,0.0,1850.0,74.0,74.0,33200.0,1328.0,1328.0,No
115.0,2875.0,25.0,0.0,2875.0,115.0,115.0,33200.0,1328.0,1328.0,No
134.0,3350.0,50.0,0.0,3350.0,124.0,67.0,33400.0,1328.0,668.0,No
49.0,1225.0,25.0,0.0,1225.0,49.0,49.0,33200.0,1328.0,1328.0,No
104.0,2600.0,25.0,0.0,2600.0,104.0,104.0,33200.0,1328.0,1328.0,No
34.0,850.0,25.0,0.0,850.0,34.0,34.0,33200.0,1328.0,1328.0,No
101.0,2525.0,50.0,0.0,2525.0,72.0,50.0,33475.0,1328.0,669.0,No
84.0,2100.0,25.0,0.0,2100.0,84.0,84.0,33200.0,1328.0,1328.0,No
213.0,5325.0,25.0,0.0,5325.0,213.0,213.0,33200.0,1328.0,1328.0,No
34.0,850.0,25.0,0.0,850.0,34.0,34.0,33200.0,1328.0,1328.0,No
46.0,1150.0,25.0,0.0,1150.0,46.0,46.0,33200.0,1328.0,1328.0,No
133.0,3325.0,25.0,0.0,3325.0,133.0,133.0,33200.0,1328.0,1328.0,No
151.0,3775.0,25.0,0.0,3775.0,151.0,151.0,33200.0,1328.0,1328.0,No
399.0,12000.0,75.0,0.0,11350.0,370.0,151.0,34275.0,1328.0,457.0,No
63.0,1575.0,25.0,0.0,1575.0,63.0,63.0,33200.0,1328.0,1328.0,No
96.0,2400.0,25.0,0.0,2400.0,96.0,96.0,33200.0,1328.0,1328.0,No
93.0,2325.0,25.0,0.0,2325.0,93.0,93.0,33200.0,1328.0,1328.0,No
75.0,1875.0,25.0,0.0,1875.0,75.0,75.0,33200.0,1328.0,1328.0,No
29.0,725.0,25.0,0.0,725.0,29.0,29.0,33200.0,1328.0,1328.0,No
175.0,4375.0,25.0,0.0,4375.0,175.0,175.0,33200.0,1328.0,1328.0,No
27.0,675.0,25.0,0.0,675.0,27.0,27.0,33200.0,1328.0,1328.0,No
244.0,6100.0,25.0,0.0,6100.0,244.0,244.0,33200.0,1328.0,1328.0,No
98.0,2600.0,50.0,0.0,2525.0,98.0,50.0,33200.0,1328.0,664.0,No
37.0,925.0,25.0,0.0,925.0,37.0,37.0,33200.0,1328.0,1328.0,No
31.0,775.0,25.0,0.0,775.0,31.0,31.0,33200.0,1328.0,1328.0,No
66.0,1650.0,25.0,0.0,1650.0,66.0,66.0,33200.0,1328.0,1328.0,No
107.0,2675.0,50.0,0.0,2675.0,97.0,53.0,33350.0,1328.0,667.0,No
35.0,875.0,25.0,0.0,875.0,35.0,35.0,33200.0,1328.0,1328.0,No
37.0,925.0,25.0,0.0,925.0,37.0,37.0,33200.0,1328.0,1328.0,No
69.0,1725.0,25.0,0.0,1725.0,69.0,69.0,33200.0,1328.0,1328.0,No
172.0,4950.0,75.0,0.0,4800.0,158.0,64.0,36150.0,1328.0,482.0,No
19.0,475.0,25.0,0.0,475.0,19.0,19.0,33200.0,1328.0,1328.0,No
353.0,8825.0,25.0,0.0,8825.0,353.0,353.0,33200.0,1328.0,1328.0,No
49.0,1225.0,25.0,0.0,1225.0,49.0,49.0,33200.0,1328.0,1328.0,No
26.0,650.0,25.0,0.0,650.0,26.0,26.0,33200.0,1328.0,1328.0,No
26.0,650.0,25.0,0.0,650.0,26.0,26.0,33200.0,1328.0,1328.0,No
42.0,1050.0,25.0,0.0,1050.0,42.0,42.0,33200.0,1328.0,1328.0,No
28.0,700.0,25.0,0.0,700.0,28.0,28.0,33200.0,1328.0,1328.0,No
28.0,700.0,25.0,0.0,700.0,28.0,28.0,33200.0,1328.0,1328.0,No
43.0,1075.0,25.0,0.0,1075.0,43.0,43.0,33200.0,1328.0,1328.0,No
99.0,2475.0,25.0,0.0,2475.0,99.0,99.0,33200.0,1328.0,1328.0,No
65.0,1625.0,25.0,0.0,1625.0,65.0,65.0,33200.0,1328.0,1328.0,No
35.0,875.0,25.0,0.0,875.0,35.0,35.0,33200.0,1328.0,1328.0,No
62.0,1550.0,25.0,0.0,1550.0,62.0,62.0,33200.0,1328.0,1328.0,No
