% 1. Title: Iris Plants Database
% 
% 2. Sources:
%      (a) Creator: Elisa Venditti
%      (b) Donor: Elisa Venditti
%      (c) Date: May, 2022
% 
@RELATION buggy

@ATTRIBUTE size  NUMERIC
@ATTRIBUTE locTouched   NUMERIC
@ATTRIBUTE revisionNumber  NUMERIC
@ATTRIBUTE authorNumber   NUMERIC
@ATTRIBUTE locAdded   NUMERIC
@ATTRIBUTE maxLocAdded   NUMERIC
@ATTRIBUTE avgLocAdded   NUMERIC
@ATTRIBUTE chgSetSize   NUMERIC
@ATTRIBUTE maxChgSetSize   NUMERIC
@ATTRIBUTE avgChgSetSize   NUMERIC
@ATTRIBUTE class        {Yes, No}
@DATA
258.0,6708.0,26.0,0.0,6708.0,258.0,258.0,34528.0,1328.0,1328.0,No
101.0,2626.0,26.0,0.0,2626.0,101.0,101.0,34528.0,1328.0,1328.0,No
178.0,4628.0,26.0,0.0,4628.0,178.0,178.0,34528.0,1328.0,1328.0,No
32.0,832.0,26.0,0.0,832.0,32.0,32.0,34528.0,1328.0,1328.0,No
28.0,728.0,26.0,0.0,728.0,28.0,28.0,34528.0,1328.0,1328.0,No
45.0,1170.0,26.0,0.0,1170.0,45.0,45.0,34528.0,1328.0,1328.0,No
33.0,910.0,52.0,0.0,884.0,33.0,17.0,364.0,12.0,7.0,No
75.0,2314.0,78.0,0.0,2132.0,75.0,27.0,34840.0,1328.0,446.0,No
251.0,8606.0,78.0,0.0,8086.0,211.0,103.0,37596.0,1328.0,482.0,No
87.0,2262.0,26.0,0.0,2262.0,87.0,87.0,34528.0,1328.0,1328.0,No
82.0,2132.0,26.0,0.0,2132.0,82.0,82.0,34528.0,1328.0,1328.0,No
45.0,1170.0,26.0,0.0,1170.0,45.0,45.0,34528.0,1328.0,1328.0,No
143.0,3718.0,26.0,0.0,3718.0,143.0,143.0,34528.0,1328.0,1328.0,No
98.0,2548.0,26.0,0.0,2548.0,98.0,98.0,34528.0,1328.0,1328.0,No
46.0,1196.0,26.0,0.0,1196.0,46.0,46.0,34528.0,1328.0,1328.0,No
32.0,832.0,26.0,0.0,832.0,32.0,32.0,34528.0,1328.0,1328.0,No
102.0,2652.0,26.0,0.0,2652.0,102.0,102.0,34528.0,1328.0,1328.0,No
112.0,2912.0,26.0,0.0,2912.0,112.0,112.0,34528.0,1328.0,1328.0,No
85.0,2210.0,26.0,0.0,2210.0,85.0,85.0,34528.0,1328.0,1328.0,No
57.0,1482.0,26.0,0.0,1482.0,57.0,57.0,34528.0,1328.0,1328.0,No
210.0,5460.0,26.0,0.0,5460.0,210.0,210.0,34528.0,1328.0,1328.0,No
41.0,1066.0,26.0,0.0,1066.0,41.0,41.0,34528.0,1328.0,1328.0,No
34.0,884.0,26.0,0.0,884.0,34.0,34.0,34528.0,1328.0,1328.0,No
32.0,1248.0,78.0,0.0,1092.0,28.0,14.0,37752.0,1328.0,484.0,No
140.0,3640.0,26.0,0.0,3640.0,140.0,140.0,34528.0,1328.0,1328.0,No
