% 1. Title: Iris Plants Database
% 
% 2. Sources:
%      (a) Creator: Elisa Venditti
%      (b) Donor: Elisa Venditti
%      (c) Date: May, 2022
% 
@RELATION buggy

@ATTRIBUTE size  NUMERIC
@ATTRIBUTE locTouched   NUMERIC
@ATTRIBUTE revisionNumber  NUMERIC
@ATTRIBUTE authorNumber   NUMERIC
@ATTRIBUTE locAdded   NUMERIC
@ATTRIBUTE maxLocAdded   NUMERIC
@ATTRIBUTE avgLocAdded   NUMERIC
@ATTRIBUTE chgSetSize   NUMERIC
@ATTRIBUTE maxChgSetSize   NUMERIC
@ATTRIBUTE avgChgSetSize   NUMERIC
@ATTRIBUTE class        {Yes, No}
@DATA
258.0,6192.0,24.0,0.0,6192.0,258.0,258.0,31872.0,1328.0,1328.0,No
101.0,2424.0,24.0,0.0,2424.0,101.0,101.0,31872.0,1328.0,1328.0,No
178.0,4272.0,24.0,0.0,4272.0,178.0,178.0,31872.0,1328.0,1328.0,No
32.0,768.0,24.0,0.0,768.0,32.0,32.0,31872.0,1328.0,1328.0,No
28.0,672.0,24.0,0.0,672.0,28.0,28.0,31872.0,1328.0,1328.0,No
45.0,1080.0,24.0,0.0,1080.0,45.0,45.0,31872.0,1328.0,1328.0,No
33.0,840.0,48.0,0.0,816.0,33.0,17.0,336.0,12.0,7.0,No
75.0,2136.0,72.0,0.0,1968.0,75.0,27.0,32160.0,1328.0,446.0,No
251.0,7944.0,72.0,0.0,7464.0,211.0,103.0,34704.0,1328.0,482.0,No
87.0,2088.0,24.0,0.0,2088.0,87.0,87.0,31872.0,1328.0,1328.0,No
82.0,1968.0,24.0,0.0,1968.0,82.0,82.0,31872.0,1328.0,1328.0,No
45.0,1080.0,24.0,0.0,1080.0,45.0,45.0,31872.0,1328.0,1328.0,No
143.0,3432.0,24.0,0.0,3432.0,143.0,143.0,31872.0,1328.0,1328.0,No
98.0,2352.0,24.0,0.0,2352.0,98.0,98.0,31872.0,1328.0,1328.0,No
46.0,1104.0,24.0,0.0,1104.0,46.0,46.0,31872.0,1328.0,1328.0,No
32.0,768.0,24.0,0.0,768.0,32.0,32.0,31872.0,1328.0,1328.0,No
102.0,2448.0,24.0,0.0,2448.0,102.0,102.0,31872.0,1328.0,1328.0,No
112.0,2688.0,24.0,0.0,2688.0,112.0,112.0,31872.0,1328.0,1328.0,No
85.0,2040.0,24.0,0.0,2040.0,85.0,85.0,31872.0,1328.0,1328.0,No
57.0,1368.0,24.0,0.0,1368.0,57.0,57.0,31872.0,1328.0,1328.0,No
210.0,5040.0,24.0,0.0,5040.0,210.0,210.0,31872.0,1328.0,1328.0,No
41.0,984.0,24.0,0.0,984.0,41.0,41.0,31872.0,1328.0,1328.0,No
34.0,816.0,24.0,0.0,816.0,34.0,34.0,31872.0,1328.0,1328.0,No
32.0,1152.0,72.0,0.0,1008.0,28.0,14.0,34848.0,1328.0,484.0,No
140.0,3360.0,24.0,0.0,3360.0,140.0,140.0,31872.0,1328.0,1328.0,No
85.0,2040.0,24.0,0.0,2040.0,85.0,85.0,31872.0,1328.0,1328.0,No
49.0,1176.0,24.0,0.0,1176.0,49.0,49.0,31872.0,1328.0,1328.0,No
111.0,2664.0,24.0,0.0,2664.0,111.0,111.0,31872.0,1328.0,1328.0,No
46.0,1104.0,24.0,0.0,1104.0,46.0,46.0,31872.0,1328.0,1328.0,No
91.0,2184.0,24.0,0.0,2184.0,91.0,91.0,31872.0,1328.0,1328.0,No
151.0,3624.0,24.0,0.0,3624.0,151.0,151.0,31872.0,1328.0,1328.0,No
73.0,1752.0,24.0,0.0,1752.0,73.0,73.0,31872.0,1328.0,1328.0,No
44.0,1056.0,24.0,0.0,1056.0,44.0,44.0,31872.0,1328.0,1328.0,No
47.0,1128.0,24.0,0.0,1128.0,47.0,47.0,31872.0,1328.0,1328.0,No
66.0,1584.0,24.0,0.0,1584.0,66.0,66.0,31872.0,1328.0,1328.0,No
105.0,2520.0,24.0,0.0,2520.0,105.0,105.0,31872.0,1328.0,1328.0,No
153.0,3672.0,24.0,0.0,3672.0,153.0,153.0,31872.0,1328.0,1328.0,No
49.0,1176.0,24.0,0.0,1176.0,49.0,49.0,31872.0,1328.0,1328.0,No
53.0,1272.0,24.0,0.0,1272.0,53.0,53.0,31872.0,1328.0,1328.0,No
98.0,2352.0,24.0,0.0,2352.0,98.0,98.0,31872.0,1328.0,1328.0,No
125.0,3000.0,24.0,0.0,3000.0,125.0,125.0,31872.0,1328.0,1328.0,No
40.0,960.0,24.0,0.0,960.0,40.0,40.0,31872.0,1328.0,1328.0,No
169.0,4056.0,48.0,0.0,4056.0,141.0,84.0,32136.0,1328.0,669.0,No
235.0,5640.0,24.0,0.0,5640.0,235.0,235.0,31872.0,1328.0,1328.0,No
177.0,4248.0,24.0,0.0,4248.0,177.0,177.0,31872.0,1328.0,1328.0,No
74.0,1776.0,24.0,0.0,1776.0,74.0,74.0,31872.0,1328.0,1328.0,No
115.0,2760.0,24.0,0.0,2760.0,115.0,115.0,31872.0,1328.0,1328.0,No
134.0,3216.0,48.0,0.0,3216.0,124.0,67.0,32064.0,1328.0,668.0,No
49.0,1176.0,24.0,0.0,1176.0,49.0,49.0,31872.0,1328.0,1328.0,No
104.0,2496.0,24.0,0.0,2496.0,104.0,104.0,31872.0,1328.0,1328.0,No
34.0,816.0,24.0,0.0,816.0,34.0,34.0,31872.0,1328.0,1328.0,No
101.0,2424.0,48.0,0.0,2424.0,72.0,50.0,32136.0,1328.0,669.0,No
84.0,2016.0,24.0,0.0,2016.0,84.0,84.0,31872.0,1328.0,1328.0,No
213.0,5112.0,24.0,0.0,5112.0,213.0,213.0,31872.0,1328.0,1328.0,No
34.0,816.0,24.0,0.0,816.0,34.0,34.0,31872.0,1328.0,1328.0,No
46.0,1104.0,24.0,0.0,1104.0,46.0,46.0,31872.0,1328.0,1328.0,No
133.0,3192.0,24.0,0.0,3192.0,133.0,133.0,31872.0,1328.0,1328.0,No
151.0,3624.0,24.0,0.0,3624.0,151.0,151.0,31872.0,1328.0,1328.0,No
399.0,11520.0,72.0,0.0,10896.0,370.0,151.0,32904.0,1328.0,457.0,No
63.0,1512.0,24.0,0.0,1512.0,63.0,63.0,31872.0,1328.0,1328.0,No
96.0,2304.0,24.0,0.0,2304.0,96.0,96.0,31872.0,1328.0,1328.0,No
93.0,2232.0,24.0,0.0,2232.0,93.0,93.0,31872.0,1328.0,1328.0,No
75.0,1800.0,24.0,0.0,1800.0,75.0,75.0,31872.0,1328.0,1328.0,No
29.0,696.0,24.0,0.0,696.0,29.0,29.0,31872.0,1328.0,1328.0,No
175.0,4200.0,24.0,0.0,4200.0,175.0,175.0,31872.0,1328.0,1328.0,No
27.0,648.0,24.0,0.0,648.0,27.0,27.0,31872.0,1328.0,1328.0,No
244.0,5856.0,24.0,0.0,5856.0,244.0,244.0,31872.0,1328.0,1328.0,No
98.0,2496.0,48.0,0.0,2424.0,98.0,50.0,31872.0,1328.0,664.0,No
37.0,888.0,24.0,0.0,888.0,37.0,37.0,31872.0,1328.0,1328.0,No
31.0,744.0,24.0,0.0,744.0,31.0,31.0,31872.0,1328.0,1328.0,No
66.0,1584.0,24.0,0.0,1584.0,66.0,66.0,31872.0,1328.0,1328.0,No
107.0,2568.0,48.0,0.0,2568.0,97.0,53.0,32016.0,1328.0,667.0,No
35.0,840.0,24.0,0.0,840.0,35.0,35.0,31872.0,1328.0,1328.0,No
37.0,888.0,24.0,0.0,888.0,37.0,37.0,31872.0,1328.0,1328.0,No
69.0,1656.0,24.0,0.0,1656.0,69.0,69.0,31872.0,1328.0,1328.0,No
172.0,4752.0,72.0,0.0,4608.0,158.0,64.0,34704.0,1328.0,482.0,No
19.0,456.0,24.0,0.0,456.0,19.0,19.0,31872.0,1328.0,1328.0,No
353.0,8472.0,24.0,0.0,8472.0,353.0,353.0,31872.0,1328.0,1328.0,No
49.0,1176.0,24.0,0.0,1176.0,49.0,49.0,31872.0,1328.0,1328.0,No
26.0,624.0,24.0,0.0,624.0,26.0,26.0,31872.0,1328.0,1328.0,No
26.0,624.0,24.0,0.0,624.0,26.0,26.0,31872.0,1328.0,1328.0,No
42.0,1008.0,24.0,0.0,1008.0,42.0,42.0,31872.0,1328.0,1328.0,No
28.0,672.0,24.0,0.0,672.0,28.0,28.0,31872.0,1328.0,1328.0,No
28.0,672.0,24.0,0.0,672.0,28.0,28.0,31872.0,1328.0,1328.0,No
43.0,1032.0,24.0,0.0,1032.0,43.0,43.0,31872.0,1328.0,1328.0,No
99.0,2376.0,24.0,0.0,2376.0,99.0,99.0,31872.0,1328.0,1328.0,No
65.0,1560.0,24.0,0.0,1560.0,65.0,65.0,31872.0,1328.0,1328.0,No
35.0,840.0,24.0,0.0,840.0,35.0,35.0,31872.0,1328.0,1328.0,No
62.0,1488.0,24.0,0.0,1488.0,62.0,62.0,31872.0,1328.0,1328.0,No
40.0,960.0,24.0,0.0,960.0,40.0,40.0,31872.0,1328.0,1328.0,No
27.0,648.0,24.0,0.0,648.0,27.0,27.0,31872.0,1328.0,1328.0,No
29.0,696.0,24.0,0.0,696.0,29.0,29.0,31872.0,1328.0,1328.0,No
94.0,2352.0,48.0,0.0,2304.0,96.0,48.0,31944.0,1328.0,665.0,No
50.0,1200.0,24.0,0.0,1200.0,50.0,50.0,31872.0,1328.0,1328.0,No
