% 1. Title: Iris Plants Database
% 
% 2. Sources:
%      (a) Creator: Elisa Venditti
%      (b) Donor: Elisa Venditti
%      (c) Date: May, 2022
% 
@RELATION buggy

@ATTRIBUTE size  NUMERIC
@ATTRIBUTE locTouched   NUMERIC
@ATTRIBUTE revisionNumber  NUMERIC
@ATTRIBUTE authorNumber   NUMERIC
@ATTRIBUTE locAdded   NUMERIC
@ATTRIBUTE maxLocAdded   NUMERIC
@ATTRIBUTE avgLocAdded   NUMERIC
@ATTRIBUTE chgSetSize   NUMERIC
@ATTRIBUTE maxChgSetSize   NUMERIC
@ATTRIBUTE avgChgSetSize   NUMERIC
@ATTRIBUTE class        {Yes, No}
@DATA
258.0,4128.0,16.0,0.0,4128.0,258.0,258.0,21248.0,1328.0,1328.0,No
101.0,1616.0,16.0,0.0,1616.0,101.0,101.0,21248.0,1328.0,1328.0,No
178.0,2848.0,16.0,0.0,2848.0,178.0,178.0,21248.0,1328.0,1328.0,No
32.0,512.0,16.0,0.0,512.0,32.0,32.0,21248.0,1328.0,1328.0,No
28.0,448.0,16.0,0.0,448.0,28.0,28.0,21248.0,1328.0,1328.0,No
45.0,720.0,16.0,0.0,720.0,45.0,45.0,21248.0,1328.0,1328.0,No
33.0,560.0,32.0,0.0,544.0,33.0,17.0,224.0,12.0,7.0,No
75.0,1424.0,48.0,0.0,1312.0,75.0,27.0,21440.0,1328.0,446.0,No
251.0,5296.0,48.0,0.0,4976.0,211.0,103.0,23136.0,1328.0,482.0,No
87.0,1392.0,16.0,0.0,1392.0,87.0,87.0,21248.0,1328.0,1328.0,No
82.0,1312.0,16.0,0.0,1312.0,82.0,82.0,21248.0,1328.0,1328.0,No
45.0,720.0,16.0,0.0,720.0,45.0,45.0,21248.0,1328.0,1328.0,No
143.0,2288.0,16.0,0.0,2288.0,143.0,143.0,21248.0,1328.0,1328.0,No
98.0,1568.0,16.0,0.0,1568.0,98.0,98.0,21248.0,1328.0,1328.0,No
46.0,736.0,16.0,0.0,736.0,46.0,46.0,21248.0,1328.0,1328.0,No
32.0,512.0,16.0,0.0,512.0,32.0,32.0,21248.0,1328.0,1328.0,No
102.0,1632.0,16.0,0.0,1632.0,102.0,102.0,21248.0,1328.0,1328.0,No
112.0,1792.0,16.0,0.0,1792.0,112.0,112.0,21248.0,1328.0,1328.0,No
85.0,1360.0,16.0,0.0,1360.0,85.0,85.0,21248.0,1328.0,1328.0,No
57.0,912.0,16.0,0.0,912.0,57.0,57.0,21248.0,1328.0,1328.0,No
210.0,3360.0,16.0,0.0,3360.0,210.0,210.0,21248.0,1328.0,1328.0,No
41.0,656.0,16.0,0.0,656.0,41.0,41.0,21248.0,1328.0,1328.0,No
34.0,544.0,16.0,0.0,544.0,34.0,34.0,21248.0,1328.0,1328.0,No
32.0,768.0,48.0,0.0,672.0,28.0,14.0,23232.0,1328.0,484.0,No
140.0,2240.0,16.0,0.0,2240.0,140.0,140.0,21248.0,1328.0,1328.0,No
85.0,1360.0,16.0,0.0,1360.0,85.0,85.0,21248.0,1328.0,1328.0,No
49.0,784.0,16.0,0.0,784.0,49.0,49.0,21248.0,1328.0,1328.0,No
111.0,1776.0,16.0,0.0,1776.0,111.0,111.0,21248.0,1328.0,1328.0,No
46.0,736.0,16.0,0.0,736.0,46.0,46.0,21248.0,1328.0,1328.0,No
91.0,1456.0,16.0,0.0,1456.0,91.0,91.0,21248.0,1328.0,1328.0,No
151.0,2416.0,16.0,0.0,2416.0,151.0,151.0,21248.0,1328.0,1328.0,No
73.0,1168.0,16.0,0.0,1168.0,73.0,73.0,21248.0,1328.0,1328.0,No
44.0,704.0,16.0,0.0,704.0,44.0,44.0,21248.0,1328.0,1328.0,No
47.0,752.0,16.0,0.0,752.0,47.0,47.0,21248.0,1328.0,1328.0,No
66.0,1056.0,16.0,0.0,1056.0,66.0,66.0,21248.0,1328.0,1328.0,No
105.0,1680.0,16.0,0.0,1680.0,105.0,105.0,21248.0,1328.0,1328.0,No
153.0,2448.0,16.0,0.0,2448.0,153.0,153.0,21248.0,1328.0,1328.0,No
49.0,784.0,16.0,0.0,784.0,49.0,49.0,21248.0,1328.0,1328.0,No
53.0,848.0,16.0,0.0,848.0,53.0,53.0,21248.0,1328.0,1328.0,No
98.0,1568.0,16.0,0.0,1568.0,98.0,98.0,21248.0,1328.0,1328.0,No
125.0,2000.0,16.0,0.0,2000.0,125.0,125.0,21248.0,1328.0,1328.0,No
40.0,640.0,16.0,0.0,640.0,40.0,40.0,21248.0,1328.0,1328.0,No
169.0,2704.0,32.0,0.0,2704.0,141.0,84.0,21424.0,1328.0,669.0,No
235.0,3760.0,16.0,0.0,3760.0,235.0,235.0,21248.0,1328.0,1328.0,No
177.0,2832.0,16.0,0.0,2832.0,177.0,177.0,21248.0,1328.0,1328.0,No
74.0,1184.0,16.0,0.0,1184.0,74.0,74.0,21248.0,1328.0,1328.0,No
115.0,1840.0,16.0,0.0,1840.0,115.0,115.0,21248.0,1328.0,1328.0,No
134.0,2144.0,32.0,0.0,2144.0,124.0,67.0,21376.0,1328.0,668.0,No
49.0,784.0,16.0,0.0,784.0,49.0,49.0,21248.0,1328.0,1328.0,No
104.0,1664.0,16.0,0.0,1664.0,104.0,104.0,21248.0,1328.0,1328.0,No
34.0,544.0,16.0,0.0,544.0,34.0,34.0,21248.0,1328.0,1328.0,No
101.0,1616.0,32.0,0.0,1616.0,72.0,50.0,21424.0,1328.0,669.0,No
84.0,1344.0,16.0,0.0,1344.0,84.0,84.0,21248.0,1328.0,1328.0,No
213.0,3408.0,16.0,0.0,3408.0,213.0,213.0,21248.0,1328.0,1328.0,No
34.0,544.0,16.0,0.0,544.0,34.0,34.0,21248.0,1328.0,1328.0,No
46.0,736.0,16.0,0.0,736.0,46.0,46.0,21248.0,1328.0,1328.0,No
133.0,2128.0,16.0,0.0,2128.0,133.0,133.0,21248.0,1328.0,1328.0,No
151.0,2416.0,16.0,0.0,2416.0,151.0,151.0,21248.0,1328.0,1328.0,No
399.0,7680.0,48.0,0.0,7264.0,370.0,151.0,21936.0,1328.0,457.0,No
63.0,1008.0,16.0,0.0,1008.0,63.0,63.0,21248.0,1328.0,1328.0,No
96.0,1536.0,16.0,0.0,1536.0,96.0,96.0,21248.0,1328.0,1328.0,No
93.0,1488.0,16.0,0.0,1488.0,93.0,93.0,21248.0,1328.0,1328.0,No
75.0,1200.0,16.0,0.0,1200.0,75.0,75.0,21248.0,1328.0,1328.0,No
29.0,464.0,16.0,0.0,464.0,29.0,29.0,21248.0,1328.0,1328.0,No
175.0,2800.0,16.0,0.0,2800.0,175.0,175.0,21248.0,1328.0,1328.0,No
27.0,432.0,16.0,0.0,432.0,27.0,27.0,21248.0,1328.0,1328.0,No
244.0,3904.0,16.0,0.0,3904.0,244.0,244.0,21248.0,1328.0,1328.0,No
98.0,1664.0,32.0,0.0,1616.0,98.0,50.0,21248.0,1328.0,664.0,No
37.0,592.0,16.0,0.0,592.0,37.0,37.0,21248.0,1328.0,1328.0,No
31.0,496.0,16.0,0.0,496.0,31.0,31.0,21248.0,1328.0,1328.0,No
66.0,1056.0,16.0,0.0,1056.0,66.0,66.0,21248.0,1328.0,1328.0,No
107.0,1712.0,32.0,0.0,1712.0,97.0,53.0,21344.0,1328.0,667.0,No
35.0,560.0,16.0,0.0,560.0,35.0,35.0,21248.0,1328.0,1328.0,No
37.0,592.0,16.0,0.0,592.0,37.0,37.0,21248.0,1328.0,1328.0,No
69.0,1104.0,16.0,0.0,1104.0,69.0,69.0,21248.0,1328.0,1328.0,No
172.0,3168.0,48.0,0.0,3072.0,158.0,64.0,23136.0,1328.0,482.0,No
19.0,304.0,16.0,0.0,304.0,19.0,19.0,21248.0,1328.0,1328.0,No
353.0,5648.0,16.0,0.0,5648.0,353.0,353.0,21248.0,1328.0,1328.0,No
49.0,784.0,16.0,0.0,784.0,49.0,49.0,21248.0,1328.0,1328.0,No
26.0,416.0,16.0,0.0,416.0,26.0,26.0,21248.0,1328.0,1328.0,No
26.0,416.0,16.0,0.0,416.0,26.0,26.0,21248.0,1328.0,1328.0,No
42.0,672.0,16.0,0.0,672.0,42.0,42.0,21248.0,1328.0,1328.0,No
28.0,448.0,16.0,0.0,448.0,28.0,28.0,21248.0,1328.0,1328.0,No
28.0,448.0,16.0,0.0,448.0,28.0,28.0,21248.0,1328.0,1328.0,No
43.0,688.0,16.0,0.0,688.0,43.0,43.0,21248.0,1328.0,1328.0,No
99.0,1584.0,16.0,0.0,1584.0,99.0,99.0,21248.0,1328.0,1328.0,No
65.0,1040.0,16.0,0.0,1040.0,65.0,65.0,21248.0,1328.0,1328.0,No
35.0,560.0,16.0,0.0,560.0,35.0,35.0,21248.0,1328.0,1328.0,No
62.0,992.0,16.0,0.0,992.0,62.0,62.0,21248.0,1328.0,1328.0,No
40.0,640.0,16.0,0.0,640.0,40.0,40.0,21248.0,1328.0,1328.0,No
27.0,432.0,16.0,0.0,432.0,27.0,27.0,21248.0,1328.0,1328.0,No
29.0,464.0,16.0,0.0,464.0,29.0,29.0,21248.0,1328.0,1328.0,No
94.0,1568.0,32.0,0.0,1536.0,96.0,48.0,21296.0,1328.0,665.0,No
50.0,800.0,16.0,0.0,800.0,50.0,50.0,21248.0,1328.0,1328.0,No
165.0,3056.0,48.0,0.0,2848.0,150.0,59.0,21664.0,1328.0,451.0,No
43.0,688.0,16.0,0.0,688.0,43.0,43.0,21248.0,1328.0,1328.0,No
180.0,6016.0,64.0,0.0,4576.0,200.0,71.0,23184.0,1328.0,362.0,No
111.0,1776.0,16.0,0.0,1776.0,111.0,111.0,21248.0,1328.0,1328.0,No
66.0,1056.0,16.0,0.0,1056.0,66.0,66.0,21248.0,1328.0,1328.0,No
113.0,1808.0,16.0,0.0,1808.0,113.0,113.0,21248.0,1328.0,1328.0,No
40.0,640.0,16.0,0.0,640.0,40.0,40.0,21248.0,1328.0,1328.0,No
72.0,1152.0,16.0,0.0,1152.0,72.0,72.0,21248.0,1328.0,1328.0,No
66.0,1056.0,16.0,0.0,1056.0,66.0,66.0,21248.0,1328.0,1328.0,No
77.0,1232.0,16.0,0.0,1232.0,77.0,77.0,21248.0,1328.0,1328.0,No
59.0,944.0,16.0,0.0,944.0,59.0,59.0,21248.0,1328.0,1328.0,No
184.0,2944.0,16.0,0.0,2944.0,184.0,184.0,21248.0,1328.0,1328.0,No
95.0,1520.0,16.0,0.0,1520.0,95.0,95.0,21248.0,1328.0,1328.0,No
102.0,1632.0,16.0,0.0,1632.0,102.0,102.0,21248.0,1328.0,1328.0,No
183.0,2928.0,16.0,0.0,2928.0,183.0,183.0,21248.0,1328.0,1328.0,No
119.0,1904.0,16.0,0.0,1904.0,119.0,119.0,21248.0,1328.0,1328.0,No
50.0,800.0,16.0,0.0,800.0,50.0,50.0,21248.0,1328.0,1328.0,No
211.0,3376.0,16.0,0.0,3376.0,211.0,211.0,21248.0,1328.0,1328.0,No
54.0,864.0,16.0,0.0,864.0,54.0,54.0,21248.0,1328.0,1328.0,No
221.0,3760.0,48.0,0.0,3648.0,221.0,76.0,21712.0,1328.0,452.0,No
705.0,12112.0,48.0,0.0,11696.0,711.0,243.0,21664.0,1328.0,451.0,No
116.0,1856.0,16.0,0.0,1856.0,116.0,116.0,21248.0,1328.0,1328.0,No
443.0,7664.0,32.0,0.0,7376.0,436.0,230.0,21344.0,1328.0,667.0,No
119.0,1904.0,16.0,0.0,1904.0,119.0,119.0,21248.0,1328.0,1328.0,No
311.0,5456.0,48.0,0.0,5216.0,304.0,108.0,21312.0,1328.0,444.0,No
90.0,1440.0,16.0,0.0,1440.0,90.0,90.0,21248.0,1328.0,1328.0,No
41.0,656.0,16.0,0.0,656.0,41.0,41.0,21248.0,1328.0,1328.0,No
32.0,512.0,16.0,0.0,512.0,32.0,32.0,21248.0,1328.0,1328.0,No
33.0,528.0,16.0,0.0,528.0,33.0,33.0,21248.0,1328.0,1328.0,No
272.0,4992.0,48.0,0.0,4672.0,271.0,97.0,21840.0,1328.0,455.0,No
48.0,960.0,48.0,0.0,864.0,41.0,18.0,21840.0,1328.0,455.0,No
96.0,1824.0,48.0,0.0,1632.0,102.0,34.0,23136.0,1328.0,482.0,No
259.0,4272.0,32.0,0.0,4208.0,209.0,131.0,21376.0,1328.0,668.0,No
69.0,1456.0,48.0,0.0,1296.0,67.0,27.0,23184.0,1328.0,483.0,No
82.0,1312.0,16.0,0.0,1312.0,82.0,82.0,21248.0,1328.0,1328.0,No
268.0,5312.0,64.0,0.0,4784.0,221.0,74.0,23328.0,1328.0,364.0,No
176.0,2816.0,16.0,0.0,2816.0,176.0,176.0,21248.0,1328.0,1328.0,No
37.0,592.0,16.0,0.0,592.0,37.0,37.0,21248.0,1328.0,1328.0,No
237.0,4512.0,48.0,0.0,4256.0,224.0,88.0,23232.0,1328.0,484.0,No
334.0,5344.0,16.0,0.0,5344.0,334.0,334.0,21248.0,1328.0,1328.0,No
263.0,5232.0,48.0,0.0,4720.0,263.0,98.0,23136.0,1328.0,482.0,No
249.0,4912.0,64.0,0.0,4528.0,234.0,70.0,23408.0,1328.0,365.0,No
305.0,5392.0,48.0,0.0,5136.0,309.0,107.0,21504.0,1328.0,448.0,No
235.0,4048.0,32.0,0.0,3904.0,219.0,122.0,21280.0,1328.0,665.0,No
527.0,10608.0,96.0,0.0,9424.0,553.0,98.0,23264.0,1328.0,242.0,No
195.0,3120.0,16.0,0.0,3120.0,195.0,195.0,21248.0,1328.0,1328.0,No
70.0,2176.0,48.0,0.0,1696.0,64.0,35.0,23136.0,1328.0,482.0,No
555.0,11264.0,80.0,0.0,10192.0,537.0,127.0,23296.0,1328.0,291.0,No
110.0,1760.0,16.0,0.0,1760.0,110.0,110.0,21248.0,1328.0,1328.0,No
194.0,3104.0,16.0,0.0,3104.0,194.0,194.0,21248.0,1328.0,1328.0,No
187.0,2992.0,16.0,0.0,2992.0,187.0,187.0,21248.0,1328.0,1328.0,No
140.0,2240.0,16.0,0.0,2240.0,140.0,140.0,21248.0,1328.0,1328.0,No
100.0,1600.0,16.0,0.0,1600.0,100.0,100.0,21248.0,1328.0,1328.0,No
274.0,5152.0,48.0,0.0,4864.0,262.0,101.0,23232.0,1328.0,484.0,No
174.0,2784.0,16.0,0.0,2784.0,174.0,174.0,21248.0,1328.0,1328.0,No
295.0,6400.0,48.0,0.0,5664.0,282.0,118.0,23232.0,1328.0,484.0,No
107.0,1712.0,16.0,0.0,1712.0,107.0,107.0,21248.0,1328.0,1328.0,No
357.0,5712.0,16.0,0.0,5712.0,357.0,357.0,21248.0,1328.0,1328.0,No
609.0,10384.0,32.0,0.0,10064.0,600.0,314.0,21248.0,1328.0,664.0,No
185.0,2960.0,16.0,0.0,2960.0,185.0,185.0,21248.0,1328.0,1328.0,No
206.0,3680.0,48.0,0.0,3552.0,198.0,74.0,23136.0,1328.0,482.0,No
45.0,720.0,16.0,0.0,720.0,45.0,45.0,21248.0,1328.0,1328.0,No
70.0,1120.0,16.0,0.0,1120.0,70.0,70.0,21248.0,1328.0,1328.0,No
348.0,5568.0,16.0,0.0,5568.0,348.0,348.0,21248.0,1328.0,1328.0,No
574.0,9504.0,48.0,0.0,9344.0,576.0,194.0,21648.0,1328.0,451.0,No
495.0,7920.0,32.0,0.0,7920.0,493.0,247.0,21424.0,1328.0,669.0,No
165.0,2672.0,32.0,0.0,2656.0,165.0,83.0,21280.0,1328.0,665.0,No
506.0,8096.0,16.0,0.0,8096.0,506.0,506.0,21248.0,1328.0,1328.0,No
121.0,1936.0,16.0,0.0,1936.0,121.0,121.0,21248.0,1328.0,1328.0,No
96.0,1536.0,16.0,0.0,1536.0,96.0,96.0,21248.0,1328.0,1328.0,No
59.0,944.0,16.0,0.0,944.0,59.0,59.0,21248.0,1328.0,1328.0,No
856.0,13696.0,16.0,0.0,13696.0,856.0,856.0,21248.0,1328.0,1328.0,No
301.0,5648.0,64.0,0.0,5264.0,239.0,82.0,23280.0,1328.0,363.0,No
114.0,1824.0,16.0,0.0,1824.0,114.0,114.0,21248.0,1328.0,1328.0,No
112.0,1792.0,16.0,0.0,1792.0,112.0,112.0,21248.0,1328.0,1328.0,No
235.0,3760.0,16.0,0.0,3760.0,235.0,235.0,21248.0,1328.0,1328.0,No
208.0,4688.0,64.0,0.0,4240.0,179.0,66.0,23360.0,1328.0,365.0,No
483.0,7728.0,16.0,0.0,7728.0,483.0,483.0,21248.0,1328.0,1328.0,No
216.0,3712.0,32.0,0.0,3584.0,216.0,112.0,21376.0,1328.0,668.0,No
138.0,2208.0,16.0,0.0,2208.0,138.0,138.0,21248.0,1328.0,1328.0,No
154.0,2592.0,48.0,0.0,2528.0,154.0,52.0,23232.0,1328.0,484.0,No
62.0,992.0,16.0,0.0,992.0,62.0,62.0,21248.0,1328.0,1328.0,No
114.0,1824.0,16.0,0.0,1824.0,114.0,114.0,21248.0,1328.0,1328.0,No
45.0,752.0,32.0,0.0,736.0,45.0,23.0,21648.0,1328.0,676.0,No
34.0,704.0,32.0,0.0,624.0,39.0,19.0,21648.0,1328.0,676.0,No
48.0,864.0,32.0,0.0,816.0,44.0,25.0,21648.0,1328.0,676.0,No
72.0,1312.0,32.0,0.0,1232.0,66.0,38.0,21648.0,1328.0,676.0,No
201.0,3792.0,64.0,0.0,3504.0,180.0,54.0,21904.0,1328.0,342.0,No
50.0,864.0,32.0,0.0,832.0,48.0,26.0,21648.0,1328.0,676.0,No
31.0,496.0,16.0,0.0,496.0,31.0,31.0,21248.0,1328.0,1328.0,No
31.0,496.0,16.0,0.0,496.0,31.0,31.0,21248.0,1328.0,1328.0,No
80.0,1472.0,32.0,0.0,1376.0,73.0,43.0,21648.0,1328.0,676.0,No
72.0,1952.0,64.0,0.0,1552.0,64.0,24.0,22192.0,1328.0,346.0,No
191.0,3632.0,32.0,0.0,3344.0,181.0,104.0,21648.0,1328.0,676.0,No
111.0,2288.0,64.0,0.0,2032.0,102.0,31.0,22192.0,1328.0,346.0,No
72.0,1344.0,32.0,0.0,1248.0,68.0,39.0,21648.0,1328.0,676.0,No
104.0,1856.0,32.0,0.0,1760.0,92.0,55.0,21648.0,1328.0,676.0,No
306.0,6048.0,32.0,0.0,5472.0,300.0,171.0,21648.0,1328.0,676.0,No
193.0,4272.0,64.0,0.0,3680.0,178.0,57.0,23664.0,1328.0,369.0,No
60.0,1264.0,64.0,0.0,1120.0,54.0,17.0,22192.0,1328.0,346.0,No
