% 1. Title: Iris Plants Database
% 
% 2. Sources:
%      (a) Creator: Elisa Venditti
%      (b) Donor: Elisa Venditti
%      (c) Date: May, 2022
% 
@RELATION buggy

@ATTRIBUTE size  NUMERIC
@ATTRIBUTE locTouched   NUMERIC
@ATTRIBUTE revisionNumber  NUMERIC
@ATTRIBUTE authorNumber   NUMERIC
@ATTRIBUTE locAdded   NUMERIC
@ATTRIBUTE maxLocAdded   NUMERIC
@ATTRIBUTE avgLocAdded   NUMERIC
@ATTRIBUTE chgSetSize   NUMERIC
@ATTRIBUTE maxChgSetSize   NUMERIC
@ATTRIBUTE avgChgSetSize   NUMERIC
@ATTRIBUTE class        {Yes, No}
@DATA
258.0,258.0,1.0,0.0,258.0,258.0,258.0,1328.0,1328.0,1328.0,No
101.0,101.0,1.0,0.0,101.0,101.0,101.0,1328.0,1328.0,1328.0,No
178.0,178.0,1.0,0.0,178.0,178.0,178.0,1328.0,1328.0,1328.0,No
32.0,32.0,1.0,0.0,32.0,32.0,32.0,1328.0,1328.0,1328.0,No
28.0,28.0,1.0,0.0,28.0,28.0,28.0,1328.0,1328.0,1328.0,No
45.0,45.0,1.0,0.0,45.0,45.0,45.0,1328.0,1328.0,1328.0,No
33.0,35.0,2.0,0.0,34.0,33.0,17.0,14.0,12.0,7.0,No
75.0,89.0,3.0,0.0,82.0,75.0,27.0,1340.0,1328.0,446.0,No
251.0,331.0,3.0,0.0,311.0,211.0,103.0,1446.0,1328.0,482.0,No
87.0,87.0,1.0,0.0,87.0,87.0,87.0,1328.0,1328.0,1328.0,No
82.0,82.0,1.0,0.0,82.0,82.0,82.0,1328.0,1328.0,1328.0,No
45.0,45.0,1.0,0.0,45.0,45.0,45.0,1328.0,1328.0,1328.0,No
143.0,143.0,1.0,0.0,143.0,143.0,143.0,1328.0,1328.0,1328.0,No
98.0,98.0,1.0,0.0,98.0,98.0,98.0,1328.0,1328.0,1328.0,No
46.0,46.0,1.0,0.0,46.0,46.0,46.0,1328.0,1328.0,1328.0,No
32.0,32.0,1.0,0.0,32.0,32.0,32.0,1328.0,1328.0,1328.0,No
102.0,102.0,1.0,0.0,102.0,102.0,102.0,1328.0,1328.0,1328.0,No
112.0,112.0,1.0,0.0,112.0,112.0,112.0,1328.0,1328.0,1328.0,No
85.0,85.0,1.0,0.0,85.0,85.0,85.0,1328.0,1328.0,1328.0,No
57.0,57.0,1.0,0.0,57.0,57.0,57.0,1328.0,1328.0,1328.0,No
210.0,210.0,1.0,0.0,210.0,210.0,210.0,1328.0,1328.0,1328.0,No
41.0,41.0,1.0,0.0,41.0,41.0,41.0,1328.0,1328.0,1328.0,No
34.0,34.0,1.0,0.0,34.0,34.0,34.0,1328.0,1328.0,1328.0,No
32.0,48.0,3.0,0.0,42.0,28.0,14.0,1452.0,1328.0,484.0,No
140.0,140.0,1.0,0.0,140.0,140.0,140.0,1328.0,1328.0,1328.0,No
85.0,85.0,1.0,0.0,85.0,85.0,85.0,1328.0,1328.0,1328.0,No
49.0,49.0,1.0,0.0,49.0,49.0,49.0,1328.0,1328.0,1328.0,No
111.0,111.0,1.0,0.0,111.0,111.0,111.0,1328.0,1328.0,1328.0,No
46.0,46.0,1.0,0.0,46.0,46.0,46.0,1328.0,1328.0,1328.0,No
91.0,91.0,1.0,0.0,91.0,91.0,91.0,1328.0,1328.0,1328.0,No
151.0,151.0,1.0,0.0,151.0,151.0,151.0,1328.0,1328.0,1328.0,No
73.0,73.0,1.0,0.0,73.0,73.0,73.0,1328.0,1328.0,1328.0,No
44.0,44.0,1.0,0.0,44.0,44.0,44.0,1328.0,1328.0,1328.0,No
47.0,47.0,1.0,0.0,47.0,47.0,47.0,1328.0,1328.0,1328.0,No
66.0,66.0,1.0,0.0,66.0,66.0,66.0,1328.0,1328.0,1328.0,No
105.0,105.0,1.0,0.0,105.0,105.0,105.0,1328.0,1328.0,1328.0,No
153.0,153.0,1.0,0.0,153.0,153.0,153.0,1328.0,1328.0,1328.0,No
49.0,49.0,1.0,0.0,49.0,49.0,49.0,1328.0,1328.0,1328.0,No
53.0,53.0,1.0,0.0,53.0,53.0,53.0,1328.0,1328.0,1328.0,No
98.0,98.0,1.0,0.0,98.0,98.0,98.0,1328.0,1328.0,1328.0,No
125.0,125.0,1.0,0.0,125.0,125.0,125.0,1328.0,1328.0,1328.0,No
40.0,40.0,1.0,0.0,40.0,40.0,40.0,1328.0,1328.0,1328.0,No
169.0,169.0,2.0,0.0,169.0,141.0,84.0,1339.0,1328.0,669.0,No
235.0,235.0,1.0,0.0,235.0,235.0,235.0,1328.0,1328.0,1328.0,No
177.0,177.0,1.0,0.0,177.0,177.0,177.0,1328.0,1328.0,1328.0,No
74.0,74.0,1.0,0.0,74.0,74.0,74.0,1328.0,1328.0,1328.0,No
115.0,115.0,1.0,0.0,115.0,115.0,115.0,1328.0,1328.0,1328.0,No
134.0,134.0,2.0,0.0,134.0,124.0,67.0,1336.0,1328.0,668.0,No
49.0,49.0,1.0,0.0,49.0,49.0,49.0,1328.0,1328.0,1328.0,No
104.0,104.0,1.0,0.0,104.0,104.0,104.0,1328.0,1328.0,1328.0,No
34.0,34.0,1.0,0.0,34.0,34.0,34.0,1328.0,1328.0,1328.0,No
101.0,101.0,2.0,0.0,101.0,72.0,50.0,1339.0,1328.0,669.0,No
84.0,84.0,1.0,0.0,84.0,84.0,84.0,1328.0,1328.0,1328.0,No
213.0,213.0,1.0,0.0,213.0,213.0,213.0,1328.0,1328.0,1328.0,No
34.0,34.0,1.0,0.0,34.0,34.0,34.0,1328.0,1328.0,1328.0,No
46.0,46.0,1.0,0.0,46.0,46.0,46.0,1328.0,1328.0,1328.0,No
133.0,133.0,1.0,0.0,133.0,133.0,133.0,1328.0,1328.0,1328.0,No
151.0,151.0,1.0,0.0,151.0,151.0,151.0,1328.0,1328.0,1328.0,No
399.0,480.0,3.0,0.0,454.0,370.0,151.0,1371.0,1328.0,457.0,No
63.0,63.0,1.0,0.0,63.0,63.0,63.0,1328.0,1328.0,1328.0,No
96.0,96.0,1.0,0.0,96.0,96.0,96.0,1328.0,1328.0,1328.0,No
93.0,93.0,1.0,0.0,93.0,93.0,93.0,1328.0,1328.0,1328.0,No
75.0,75.0,1.0,0.0,75.0,75.0,75.0,1328.0,1328.0,1328.0,No
29.0,29.0,1.0,0.0,29.0,29.0,29.0,1328.0,1328.0,1328.0,No
175.0,175.0,1.0,0.0,175.0,175.0,175.0,1328.0,1328.0,1328.0,No
27.0,27.0,1.0,0.0,27.0,27.0,27.0,1328.0,1328.0,1328.0,No
244.0,244.0,1.0,0.0,244.0,244.0,244.0,1328.0,1328.0,1328.0,No
98.0,104.0,2.0,0.0,101.0,98.0,50.0,1328.0,1328.0,664.0,No
37.0,37.0,1.0,0.0,37.0,37.0,37.0,1328.0,1328.0,1328.0,No
31.0,31.0,1.0,0.0,31.0,31.0,31.0,1328.0,1328.0,1328.0,No
66.0,66.0,1.0,0.0,66.0,66.0,66.0,1328.0,1328.0,1328.0,No
107.0,107.0,2.0,0.0,107.0,97.0,53.0,1334.0,1328.0,667.0,No
35.0,35.0,1.0,0.0,35.0,35.0,35.0,1328.0,1328.0,1328.0,No
37.0,37.0,1.0,0.0,37.0,37.0,37.0,1328.0,1328.0,1328.0,No
69.0,69.0,1.0,0.0,69.0,69.0,69.0,1328.0,1328.0,1328.0,No
172.0,198.0,3.0,0.0,192.0,158.0,64.0,1446.0,1328.0,482.0,No
19.0,19.0,1.0,0.0,19.0,19.0,19.0,1328.0,1328.0,1328.0,No
353.0,353.0,1.0,0.0,353.0,353.0,353.0,1328.0,1328.0,1328.0,No
49.0,49.0,1.0,0.0,49.0,49.0,49.0,1328.0,1328.0,1328.0,No
26.0,26.0,1.0,0.0,26.0,26.0,26.0,1328.0,1328.0,1328.0,No
26.0,26.0,1.0,0.0,26.0,26.0,26.0,1328.0,1328.0,1328.0,No
42.0,42.0,1.0,0.0,42.0,42.0,42.0,1328.0,1328.0,1328.0,No
28.0,28.0,1.0,0.0,28.0,28.0,28.0,1328.0,1328.0,1328.0,No
28.0,28.0,1.0,0.0,28.0,28.0,28.0,1328.0,1328.0,1328.0,No
43.0,43.0,1.0,0.0,43.0,43.0,43.0,1328.0,1328.0,1328.0,No
99.0,99.0,1.0,0.0,99.0,99.0,99.0,1328.0,1328.0,1328.0,No
65.0,65.0,1.0,0.0,65.0,65.0,65.0,1328.0,1328.0,1328.0,No
35.0,35.0,1.0,0.0,35.0,35.0,35.0,1328.0,1328.0,1328.0,No
62.0,62.0,1.0,0.0,62.0,62.0,62.0,1328.0,1328.0,1328.0,No
40.0,40.0,1.0,0.0,40.0,40.0,40.0,1328.0,1328.0,1328.0,No
27.0,27.0,1.0,0.0,27.0,27.0,27.0,1328.0,1328.0,1328.0,No
29.0,29.0,1.0,0.0,29.0,29.0,29.0,1328.0,1328.0,1328.0,No
94.0,98.0,2.0,0.0,96.0,96.0,48.0,1331.0,1328.0,665.0,No
50.0,50.0,1.0,0.0,50.0,50.0,50.0,1328.0,1328.0,1328.0,No
165.0,191.0,3.0,0.0,178.0,150.0,59.0,1354.0,1328.0,451.0,No
43.0,43.0,1.0,0.0,43.0,43.0,43.0,1328.0,1328.0,1328.0,No
180.0,376.0,4.0,0.0,286.0,200.0,71.0,1449.0,1328.0,362.0,No
111.0,111.0,1.0,0.0,111.0,111.0,111.0,1328.0,1328.0,1328.0,No
66.0,66.0,1.0,0.0,66.0,66.0,66.0,1328.0,1328.0,1328.0,No
113.0,113.0,1.0,0.0,113.0,113.0,113.0,1328.0,1328.0,1328.0,No
40.0,40.0,1.0,0.0,40.0,40.0,40.0,1328.0,1328.0,1328.0,No
72.0,72.0,1.0,0.0,72.0,72.0,72.0,1328.0,1328.0,1328.0,No
66.0,66.0,1.0,0.0,66.0,66.0,66.0,1328.0,1328.0,1328.0,No
77.0,77.0,1.0,0.0,77.0,77.0,77.0,1328.0,1328.0,1328.0,No
59.0,59.0,1.0,0.0,59.0,59.0,59.0,1328.0,1328.0,1328.0,No
184.0,184.0,1.0,0.0,184.0,184.0,184.0,1328.0,1328.0,1328.0,No
95.0,95.0,1.0,0.0,95.0,95.0,95.0,1328.0,1328.0,1328.0,No
102.0,102.0,1.0,0.0,102.0,102.0,102.0,1328.0,1328.0,1328.0,No
183.0,183.0,1.0,0.0,183.0,183.0,183.0,1328.0,1328.0,1328.0,No
119.0,119.0,1.0,0.0,119.0,119.0,119.0,1328.0,1328.0,1328.0,No
50.0,50.0,1.0,0.0,50.0,50.0,50.0,1328.0,1328.0,1328.0,No
211.0,211.0,1.0,0.0,211.0,211.0,211.0,1328.0,1328.0,1328.0,No
54.0,54.0,1.0,0.0,54.0,54.0,54.0,1328.0,1328.0,1328.0,No
221.0,235.0,3.0,0.0,228.0,221.0,76.0,1357.0,1328.0,452.0,No
705.0,757.0,3.0,0.0,731.0,711.0,243.0,1354.0,1328.0,451.0,No
116.0,116.0,1.0,0.0,116.0,116.0,116.0,1328.0,1328.0,1328.0,No
443.0,479.0,2.0,0.0,461.0,436.0,230.0,1334.0,1328.0,667.0,No
119.0,119.0,1.0,0.0,119.0,119.0,119.0,1328.0,1328.0,1328.0,No
311.0,341.0,3.0,0.0,326.0,304.0,108.0,1332.0,1328.0,444.0,No
90.0,90.0,1.0,0.0,90.0,90.0,90.0,1328.0,1328.0,1328.0,No
41.0,41.0,1.0,0.0,41.0,41.0,41.0,1328.0,1328.0,1328.0,No
32.0,32.0,1.0,0.0,32.0,32.0,32.0,1328.0,1328.0,1328.0,No
33.0,33.0,1.0,0.0,33.0,33.0,33.0,1328.0,1328.0,1328.0,No
272.0,312.0,3.0,0.0,292.0,271.0,97.0,1365.0,1328.0,455.0,No
48.0,60.0,3.0,0.0,54.0,41.0,18.0,1365.0,1328.0,455.0,No
96.0,114.0,3.0,0.0,102.0,102.0,34.0,1446.0,1328.0,482.0,No
259.0,267.0,2.0,0.0,263.0,209.0,131.0,1336.0,1328.0,668.0,No
69.0,91.0,3.0,0.0,81.0,67.0,27.0,1449.0,1328.0,483.0,No
82.0,82.0,1.0,0.0,82.0,82.0,82.0,1328.0,1328.0,1328.0,No
268.0,332.0,4.0,0.0,299.0,221.0,74.0,1458.0,1328.0,364.0,No
176.0,176.0,1.0,0.0,176.0,176.0,176.0,1328.0,1328.0,1328.0,No
37.0,37.0,1.0,0.0,37.0,37.0,37.0,1328.0,1328.0,1328.0,No
237.0,282.0,3.0,0.0,266.0,224.0,88.0,1452.0,1328.0,484.0,No
334.0,334.0,1.0,0.0,334.0,334.0,334.0,1328.0,1328.0,1328.0,No
263.0,327.0,3.0,0.0,295.0,263.0,98.0,1446.0,1328.0,482.0,No
249.0,307.0,4.0,0.0,283.0,234.0,70.0,1463.0,1328.0,365.0,No
305.0,337.0,3.0,0.0,321.0,309.0,107.0,1344.0,1328.0,448.0,No
235.0,253.0,2.0,0.0,244.0,219.0,122.0,1330.0,1328.0,665.0,No
527.0,663.0,6.0,0.0,589.0,553.0,98.0,1454.0,1328.0,242.0,No
195.0,195.0,1.0,0.0,195.0,195.0,195.0,1328.0,1328.0,1328.0,No
70.0,136.0,3.0,0.0,106.0,64.0,35.0,1446.0,1328.0,482.0,No
555.0,704.0,5.0,0.0,637.0,537.0,127.0,1456.0,1328.0,291.0,No
110.0,110.0,1.0,0.0,110.0,110.0,110.0,1328.0,1328.0,1328.0,No
194.0,194.0,1.0,0.0,194.0,194.0,194.0,1328.0,1328.0,1328.0,No
187.0,187.0,1.0,0.0,187.0,187.0,187.0,1328.0,1328.0,1328.0,No
140.0,140.0,1.0,0.0,140.0,140.0,140.0,1328.0,1328.0,1328.0,No
100.0,100.0,1.0,0.0,100.0,100.0,100.0,1328.0,1328.0,1328.0,No
274.0,322.0,3.0,0.0,304.0,262.0,101.0,1452.0,1328.0,484.0,No
174.0,174.0,1.0,0.0,174.0,174.0,174.0,1328.0,1328.0,1328.0,No
295.0,400.0,3.0,0.0,354.0,282.0,118.0,1452.0,1328.0,484.0,No
