% 1. Title: Iris Plants Database
% 
% 2. Sources:
%      (a) Creator: Elisa Venditti
%      (b) Donor: Elisa Venditti
%      (c) Date: May, 2022
% 
@RELATION buggy

@ATTRIBUTE size  NUMERIC
@ATTRIBUTE locTouched   NUMERIC
@ATTRIBUTE revisionNumber  NUMERIC
@ATTRIBUTE authorNumber   NUMERIC
@ATTRIBUTE locAdded   NUMERIC
@ATTRIBUTE maxLocAdded   NUMERIC
@ATTRIBUTE avgLocAdded   NUMERIC
@ATTRIBUTE chgSetSize   NUMERIC
@ATTRIBUTE maxChgSetSize   NUMERIC
@ATTRIBUTE avgChgSetSize   NUMERIC
@ATTRIBUTE class        {Yes, No}
@DATA
258.0,3612.0,14.0,0.0,3612.0,258.0,258.0,18592.0,1328.0,1328.0,No
101.0,1414.0,14.0,0.0,1414.0,101.0,101.0,18592.0,1328.0,1328.0,No
178.0,2492.0,14.0,0.0,2492.0,178.0,178.0,18592.0,1328.0,1328.0,No
32.0,448.0,14.0,0.0,448.0,32.0,32.0,18592.0,1328.0,1328.0,No
28.0,392.0,14.0,0.0,392.0,28.0,28.0,18592.0,1328.0,1328.0,No
45.0,630.0,14.0,0.0,630.0,45.0,45.0,18592.0,1328.0,1328.0,No
33.0,490.0,28.0,0.0,476.0,33.0,17.0,196.0,12.0,7.0,No
75.0,1246.0,42.0,0.0,1148.0,75.0,27.0,18760.0,1328.0,446.0,No
251.0,4634.0,42.0,0.0,4354.0,211.0,103.0,20244.0,1328.0,482.0,No
87.0,1218.0,14.0,0.0,1218.0,87.0,87.0,18592.0,1328.0,1328.0,No
82.0,1148.0,14.0,0.0,1148.0,82.0,82.0,18592.0,1328.0,1328.0,No
45.0,630.0,14.0,0.0,630.0,45.0,45.0,18592.0,1328.0,1328.0,No
143.0,2002.0,14.0,0.0,2002.0,143.0,143.0,18592.0,1328.0,1328.0,No
98.0,1372.0,14.0,0.0,1372.0,98.0,98.0,18592.0,1328.0,1328.0,No
46.0,644.0,14.0,0.0,644.0,46.0,46.0,18592.0,1328.0,1328.0,No
32.0,448.0,14.0,0.0,448.0,32.0,32.0,18592.0,1328.0,1328.0,No
102.0,1428.0,14.0,0.0,1428.0,102.0,102.0,18592.0,1328.0,1328.0,No
112.0,1568.0,14.0,0.0,1568.0,112.0,112.0,18592.0,1328.0,1328.0,No
85.0,1190.0,14.0,0.0,1190.0,85.0,85.0,18592.0,1328.0,1328.0,No
57.0,798.0,14.0,0.0,798.0,57.0,57.0,18592.0,1328.0,1328.0,No
210.0,2940.0,14.0,0.0,2940.0,210.0,210.0,18592.0,1328.0,1328.0,No
