% 1. Title: Iris Plants Database
% 
% 2. Sources:
%      (a) Creator: Elisa Venditti
%      (b) Donor: Elisa Venditti
%      (c) Date: May, 2022
% 
@RELATION buggy

@ATTRIBUTE size  NUMERIC
@ATTRIBUTE locTouched   NUMERIC
@ATTRIBUTE revisionNumber  NUMERIC
@ATTRIBUTE authorNumber   NUMERIC
@ATTRIBUTE locAdded   NUMERIC
@ATTRIBUTE maxLocAdded   NUMERIC
@ATTRIBUTE avgLocAdded   NUMERIC
@ATTRIBUTE chgSetSize   NUMERIC
@ATTRIBUTE maxChgSetSize   NUMERIC
@ATTRIBUTE avgChgSetSize   NUMERIC
@ATTRIBUTE class        {Yes, No}
@DATA
258.0,3096.0,12.0,0.0,3096.0,258.0,258.0,15936.0,1328.0,1328.0,No
101.0,1212.0,12.0,0.0,1212.0,101.0,101.0,15936.0,1328.0,1328.0,No
178.0,2136.0,12.0,0.0,2136.0,178.0,178.0,15936.0,1328.0,1328.0,No
32.0,384.0,12.0,0.0,384.0,32.0,32.0,15936.0,1328.0,1328.0,No
28.0,336.0,12.0,0.0,336.0,28.0,28.0,15936.0,1328.0,1328.0,No
45.0,540.0,12.0,0.0,540.0,45.0,45.0,15936.0,1328.0,1328.0,No
33.0,420.0,24.0,0.0,408.0,33.0,17.0,168.0,12.0,7.0,No
75.0,1068.0,36.0,0.0,984.0,75.0,27.0,16080.0,1328.0,446.0,No
251.0,3972.0,36.0,0.0,3732.0,211.0,103.0,17352.0,1328.0,482.0,No
87.0,1044.0,12.0,0.0,1044.0,87.0,87.0,15936.0,1328.0,1328.0,No
82.0,984.0,12.0,0.0,984.0,82.0,82.0,15936.0,1328.0,1328.0,No
45.0,540.0,12.0,0.0,540.0,45.0,45.0,15936.0,1328.0,1328.0,No
143.0,1716.0,12.0,0.0,1716.0,143.0,143.0,15936.0,1328.0,1328.0,No
98.0,1176.0,12.0,0.0,1176.0,98.0,98.0,15936.0,1328.0,1328.0,No
46.0,552.0,12.0,0.0,552.0,46.0,46.0,15936.0,1328.0,1328.0,No
32.0,384.0,12.0,0.0,384.0,32.0,32.0,15936.0,1328.0,1328.0,No
102.0,1224.0,12.0,0.0,1224.0,102.0,102.0,15936.0,1328.0,1328.0,No
112.0,1344.0,12.0,0.0,1344.0,112.0,112.0,15936.0,1328.0,1328.0,No
85.0,1020.0,12.0,0.0,1020.0,85.0,85.0,15936.0,1328.0,1328.0,No
57.0,684.0,12.0,0.0,684.0,57.0,57.0,15936.0,1328.0,1328.0,No
210.0,2520.0,12.0,0.0,2520.0,210.0,210.0,15936.0,1328.0,1328.0,No
41.0,492.0,12.0,0.0,492.0,41.0,41.0,15936.0,1328.0,1328.0,No
